ID,name,Jee marks,school name,date of application,Father name,Mother name,EmailId,ContactNo,Gender,School completion date,City,CBSE marks
287,Benny Stone,225.052936361662,Technical college,3/16/2022,Benny Stone,Benny Stone,Benny_Stone5708@famism.biz,5-172-567-6522,Male,9/14/2020,Reno,-7.0355914184058
288,Erica Douglas,448.685178642946,Gymnasium,3/19/2022,Erica Douglas,Erica Douglas,Erica_Douglas4813@iatim.tech,8-727-504-5864,Female,11/4/2021,El Paso,137.047294002514
289,Freya Adler,352.544805472505,High school,3/13/2022,Freya Adler,Freya Adler,Freya_Adler1759@hourpy.biz,1-053-083-1213,Female,6/26/2020,Springfield,1.06760022512991
290,Alan Ripley,300.265597102822,Graduate school,3/4/2022,Alan Ripley,Alan Ripley,Alan_Ripley8266@tonsy.org,3-772-618-6344,Male,6/26/2021,Chicago,133.11400653986
291,Jessica Khan,229.600956190657,High school,3/21/2022,Jessica Khan,Jessica Khan,Jessica_Khan2831@jiman.org,7-308-227-3842,Female,5/31/2020,Jersey City,127.43968249226
292,Jasmine Emmott,-67.0762641006504,Junior college,3/12/2022,Jasmine Emmott,Jasmine Emmott,Jasmine_Emmott7568@zorer.org,6-025-350-3353,Female,10/7/2020,Detroit,4.35812685049983
293,Nathan Andrews,-59.1288803290245,Technical college,3/18/2022,Nathan Andrews,Nathan Andrews,Nathan_Andrews9913@bretoux.com,0-254-670-2412,Male,5/21/2021,Venice,163.761381994356
294,Ivette Shea,278.478146338592,Middle school,4/18/2022,Ivette Shea,Ivette Shea,Ivette_Shea4747@kideod.biz,3-332-754-6667,Female,3/31/2022,Hayward,66.5614826053202
295,Alex Rees,246.885673333372,Public university,3/30/2022,Alex Rees,Alex Rees,Alex_Rees3817@ovock.tech,2-067-516-2140,Female,8/3/2021,Washington,132.477103283851
296,Shelby Partridge,93.6291335530715,Middle school,4/10/2022,Shelby Partridge,Shelby Partridge,Shelby_Partridge4290@sveldo.biz,0-274-722-7200,Female,7/28/2021,Jersey City,-8.04268733414015
297,Phillip Pitt,372.191542140763,High school,4/3/2022,Phillip Pitt,Phillip Pitt,Phillip_Pitt7608@womeona.net,0-638-770-1387,Male,4/28/2021,Philadelphia,-6.10532172587948
298,Barry Dyson,248.452937200411,Corporate university,3/25/2022,Barry Dyson,Barry Dyson,Barry_Dyson2079@nimogy.biz,0-440-527-3017,Male,1/1/2022,Milano,134.012433236005
299,Martin Emmett,230.317432276587,High school,3/10/2022,Martin Emmett,Martin Emmett,Martin_Emmett2441@acrit.org,0-127-586-4305,Male,5/20/2020,Anaheim,169.241645546743
300,Gina Lynch,-98.9491285527819,Public university,4/18/2022,Gina Lynch,Gina Lynch,Gina_Lynch3090@nimogy.biz,0-776-340-3271,Female,7/10/2020,Honolulu,-8.53349789256858
301,Alan Richardson,-23.7111105409968,Corporate university,3/9/2022,Alan Richardson,Alan Richardson,Alan_Richardson7637@gmail.com,0-135-026-2154,Male,11/6/2020,Ontario,189.498805655399
302,Adela Strong,490.458463529804,Public university,4/4/2022,Adela Strong,Adela Strong,Adela_Strong2879@twipet.com,6-440-463-1116,Female,10/6/2021,Valetta,57.3000380845275
303,Remy Ralph,158.080715150144,Middle school,3/7/2022,Remy Ralph,Remy Ralph,Remy_Ralph7693@qater.org,0-726-477-0067,Female,7/12/2020,Otawa,183.865428120301
304,Amelia Widdows,-32.4847169031784,Technical college,3/5/2022,Amelia Widdows,Amelia Widdows,Amelia_Widdows8477@sheye.org,7-335-340-5851,Female,3/7/2021,Milano,99.889100864478
305,Angel Ellwood,303.32563984223,Middle school,4/8/2022,Angel Ellwood,Angel Ellwood,Angel_Ellwood4676@guentu.biz,6-280-778-2762,Female,4/7/2021,Omaha,132.788420090353
306,Nathan Brown,276.089095721063,Graduate school,4/7/2022,Nathan Brown,Nathan Brown,Nathan_Brown6805@naiker.biz,2-464-848-0442,Male,5/2/2021,Lisbon,69.1177465729964
307,Bob Price,249.51084598457,Graduate school,3/31/2022,Bob Price,Bob Price,Bob_Price7710@irrepsy.com,5-080-377-7155,Male,12/31/2020,Otawa,161.593619327803
308,Kendra King,183.267512290863,University college,4/16/2022,Kendra King,Kendra King,Kendra_King6350@bretoux.com,8-605-853-1315,Female,6/10/2021,San Jose,191.531692731907
309,Harvey Emerson,363.349343668366,Middle school,4/1/2022,Harvey Emerson,Harvey Emerson,Harvey_Emerson6014@nimogy.biz,4-426-524-3425,Male,12/6/2021,London,71.7286922320392
310,Macy Gonzales,179.490428833519,University-preparatory school,4/16/2022,Macy Gonzales,Macy Gonzales,Macy_Gonzales136@yahoo.com,7-740-321-6885,Female,12/25/2021,Baltimore,107.748523713438
311,Tom Flynn,385.515891388765,High school,3/3/2022,Tom Flynn,Tom Flynn,Tom_Flynn6189@bulaffy.com,0-427-334-1515,Male,12/24/2021,Tallahassee,33.00697512925
312,Ramon Rossi,362.087544943712,Middle school,4/17/2022,Ramon Rossi,Ramon Rossi,Ramon_Rossi4329@extex.org,1-205-553-7524,Male,5/16/2020,Huntsville,-5.56139295434644
313,Liv Mason,329.917945099025,University-preparatory school,4/3/2022,Liv Mason,Liv Mason,Liv_Mason3833@atink.com,6-114-578-0073,Female,6/20/2021,Colorado Springs,51.0073081199114
314,Ciara Dobson,428.985229060513,Technical college,3/28/2022,Ciara Dobson,Ciara Dobson,Ciara_Dobson3654@sheye.org,3-216-877-2188,Female,9/6/2021,London,185.965434420838
315,Tara Bradshaw,111.840429267306,High school,3/16/2022,Tara Bradshaw,Tara Bradshaw,Tara_Bradshaw6783@hourpy.biz,1-608-137-4780,Female,6/14/2020,Zurich,65.4412443309283
316,Sebastian Saunders,471.403450078984,Gymnasium,4/12/2022,Sebastian Saunders,Sebastian Saunders,Sebastian_Saunders6586@qater.org,2-407-655-0653,Male,2/13/2021,Madison,38.1334889815811
317,Harry Hopkins,461.584902890299,Middle school,4/6/2022,Harry Hopkins,Harry Hopkins,Harry_Hopkins1281@guentu.biz,8-116-384-7563,Male,8/12/2020,Tokyo,59.6167393636968
318,Danny Emerson,378.254254214118,High school,3/27/2022,Danny Emerson,Danny Emerson,Danny_Emerson9312@vetan.org,6-463-825-2283,Male,8/7/2020,Cincinnati,49.2097722148568
319,Anne Shields,72.1858157898233,University-preparatory school,3/19/2022,Anne Shields,Anne Shields,Anne_Shields4740@zorer.org,8-505-143-8230,Female,2/17/2022,Lyon,189.791403423898
320,Jasmine Alexander,75.8919229106474,Public university,3/13/2022,Jasmine Alexander,Jasmine Alexander,Jasmine_Alexander3976@nickia.com,3-704-805-5223,Female,10/1/2020,Detroit,104.761676116736
321,Lynn Wade,306.488332396135,Middle school,3/17/2022,Lynn Wade,Lynn Wade,Lynn_Wade92@elnee.tech,3-765-577-8433,Female,4/4/2021,Memphis,133.895092389497
322,Jack Irwin,213.653786043475,University-preparatory school,3/6/2022,Jack Irwin,Jack Irwin,Jack_Irwin9029@infotech44.tech,5-278-148-6485,Male,3/15/2021,Miami,71.2956301911248
323,Tom Mccall,119.998390730935,Technical college,3/16/2022,Tom Mccall,Tom Mccall,Tom_Mccall3223@mafthy.com,3-536-250-5428,Male,8/21/2021,Quebec,183.921989144255
324,Irene Cattell,485.036504891718,Technical college,4/13/2022,Irene Cattell,Irene Cattell,Irene_Cattell4638@brety.org,2-131-508-1536,Female,7/22/2021,Henderson,-4.73319418250266
325,Bryon Khan,33.6941263194634,Middle school,4/2/2022,Bryon Khan,Bryon Khan,Bryon_Khan7548@muall.tech,7-055-226-8006,Male,9/3/2021,Lisbon,183.192440511283
326,Jacob Leigh,141.389654659382,High school,4/16/2022,Jacob Leigh,Jacob Leigh,Jacob_Leigh6356@brety.org,7-767-603-3330,Male,3/24/2022,Murfreesboro,112.318336018975
327,Daria Donovan,-94.7179217048539,Graduate school,4/2/2022,Daria Donovan,Daria Donovan,Daria_Donovan6343@iatim.tech,0-338-482-7254,Female,12/2/2020,Colorado Springs,110.418768132766
328,Claire Scott,55.4813601656264,Technical college,4/9/2022,Claire Scott,Claire Scott,Claire_Scott8941@cispeto.com,1-670-756-5517,Female,10/11/2021,Las Vegas,-2.78328880750727
329,Adalind Ballard,188.154215436966,University-preparatory school,3/7/2022,Adalind Ballard,Adalind Ballard,Adalind_Ballard4782@bauros.biz,6-313-042-3708,Female,2/28/2022,Los Angeles,25.1170602622987
330,Emely Hunt,198.215652814701,Junior college,3/13/2022,Emely Hunt,Emely Hunt,Emely_Hunt7233@bretoux.com,7-040-653-3165,Female,11/4/2020,Miami,164.616417876732
331,Maxwell Wood,487.252062297544,Corporate university,4/12/2022,Maxwell Wood,Maxwell Wood,Maxwell_Wood9234@muall.tech,6-070-645-7737,Male,11/25/2021,Philadelphia,36.7163231641596
332,Kurt Terry,245.119548309184,Junior college,3/7/2022,Kurt Terry,Kurt Terry,Kurt_Terry7327@eirey.tech,4-108-242-2078,Male,11/7/2021,Zurich,77.6670759123131
333,Emmanuelle Bloom,353.844983046337,University college,3/27/2022,Emmanuelle Bloom,Emmanuelle Bloom,Emmanuelle_Bloom2636@irrepsy.com,0-112-660-1658,Female,12/21/2020,Houston,111.949595482996
334,Sydney Fall,316.350162781938,University-preparatory school,3/23/2022,Sydney Fall,Sydney Fall,Sydney_Fall8235@elnee.tech,6-737-560-7332,Female,3/9/2021,Hollywood,37.7399464765284
335,Alessandra Newman,142.715689388437,Gymnasium,3/23/2022,Alessandra Newman,Alessandra Newman,Alessandra_Newman5577@deavo.com,4-712-708-7166,Female,4/23/2021,London,197.050583807309
336,Valentina Walsh,447.167570205949,Public university,3/20/2022,Valentina Walsh,Valentina Walsh,Valentina_Walsh9032@nanoff.biz,4-756-026-5303,Female,8/26/2020,Rochester,148.21770670182
337,Josh Attwood,107.645614933523,University-preparatory school,4/17/2022,Josh Attwood,Josh Attwood,Josh_Attwood3800@dionrab.com,5-141-686-0853,Male,9/5/2020,Columbus,179.520886419584
338,Ethan Daniells,208.296983674773,Junior college,3/25/2022,Ethan Daniells,Ethan Daniells,Ethan_Daniells3365@womeona.net,1-087-353-4835,Male,10/13/2021,Lyon,3.25908516778568
339,Janice Umney,463.889313584142,High school,4/4/2022,Janice Umney,Janice Umney,Janice_Umney9082@elnee.tech,0-511-527-8014,Female,4/6/2020,Santa Ana,128.373683691664
340,Brad Walton,475.214440402675,Junior college,3/4/2022,Brad Walton,Brad Walton,Brad_Walton4227@grannar.com,2-005-652-8710,Male,8/27/2020,San Francisco,15.9407323328502
341,Barry Wise,465.162792169099,Middle school,3/31/2022,Barry Wise,Barry Wise,Barry_Wise2194@naiker.biz,2-551-388-8146,Male,11/14/2021,San Francisco,180.143425684489
342,Carter Alexander,484.334573506068,University-preparatory school,3/8/2022,Carter Alexander,Carter Alexander,Carter_Alexander7348@elnee.tech,3-536-556-8841,Male,4/5/2022,Las Vegas,103.866625198567
343,Ramon Bright,218.87234391918,Technical college,4/2/2022,Ramon Bright,Ramon Bright,Ramon_Bright1532@elnee.tech,7-302-733-0168,Male,9/15/2020,San Antonio,30.992920329791
344,Candice Mullins,15.4408396968808,Gymnasium,3/6/2022,Candice Mullins,Candice Mullins,Candice_Mullins2678@extex.org,5-703-382-3644,Female,1/8/2022,Richmond,120.664689525806
345,Rufus Bolton,66.5156796842421,University college,3/11/2022,Rufus Bolton,Rufus Bolton,Rufus_Bolton9149@liret.org,1-862-313-4056,Male,12/5/2020,Springfield,149.80935454546
346,Logan Oldfield,367.478687295447,Graduate school,3/25/2022,Logan Oldfield,Logan Oldfield,Logan_Oldfield3470@bungar.biz,6-723-616-7170,Male,2/20/2022,Ontario,5.87810664245771
347,Angelica Walker,240.640353990551,Corporate university,3/8/2022,Angelica Walker,Angelica Walker,Angelica_Walker6792@gompie.com,2-650-300-7168,Female,5/5/2021,Prague,53.5563999421692
348,Cadence Turner,3.38783681783259,High school,3/13/2022,Cadence Turner,Cadence Turner,Cadence_Turner9576@deavo.com,7-327-825-5882,Female,2/28/2021,Richmond,41.2932934068578
349,Cynthia Gavin,45.8907999954609,Gymnasium,3/26/2022,Cynthia Gavin,Cynthia Gavin,Cynthia_Gavin3328@iatim.tech,1-101-226-6506,Female,3/4/2021,Hayward,96.2194267838352
350,Wade Bolton,188.031648061719,University-preparatory school,3/10/2022,Wade Bolton,Wade Bolton,Wade_Bolton471@ubusive.com,3-530-434-8644,Male,1/22/2021,Madison,69.8019854523251
351,Rocco Beal,386.405188852644,Gymnasium,4/5/2022,Rocco Beal,Rocco Beal,Rocco_Beal9566@bulaffy.com,2-462-003-0234,Male,5/19/2020,Lincoln,143.399439609796
352,Luke Roman,272.497610225574,University-preparatory school,4/8/2022,Luke Roman,Luke Roman,Luke_Roman4464@typill.biz,8-651-156-6612,Male,5/10/2020,Oakland,59.6292493383536
353,Celia Spencer,-46.5166483975559,High school,4/13/2022,Celia Spencer,Celia Spencer,Celia_Spencer1392@nanoff.biz,2-755-644-3430,Female,10/3/2021,Kansas City,191.043551635017
354,Alexander Logan,206.886968219134,Junior college,4/3/2022,Alexander Logan,Alexander Logan,Alexander_Logan3816@qater.org,4-580-546-6218,Male,6/10/2021,Seattle,128.327853785049
355,Hannah Hall,434.340490042391,Public university,3/17/2022,Hannah Hall,Hannah Hall,Hannah_Hall4357@famism.biz,0-044-170-3041,Female,5/7/2020,Norfolk,45.332934496148
356,Mike Powell,94.9700644169795,Junior college,4/2/2022,Mike Powell,Mike Powell,Mike_Powell7979@twipet.com,6-718-103-7522,Male,5/2/2021,Madison,6.40814745678014
357,Percy Knight,337.271300196308,Public university,4/6/2022,Percy Knight,Percy Knight,Percy_Knight1707@twace.org,0-224-088-7753,Male,2/8/2021,Tallahassee,181.8263927851
358,Liam Jefferson,-45.8288132812962,Public university,3/4/2022,Liam Jefferson,Liam Jefferson,Liam_Jefferson5531@tonsy.org,3-311-822-3841,Male,7/6/2020,Cincinnati,55.9457169226118
359,Adalind Wright,-82.755170116087,Middle school,3/10/2022,Adalind Wright,Adalind Wright,Adalind_Wright412@deons.tech,4-230-323-7404,Female,7/8/2021,Milano,15.7607482605431
360,Michael Carter,80.8822702755603,High school,3/19/2022,Michael Carter,Michael Carter,Michael_Carter2275@qater.org,4-836-265-5024,Male,9/13/2020,Omaha,166.235844909789
361,Monica Miller,437.538765539666,Public university,4/18/2022,Monica Miller,Monica Miller,Monica_Miller3326@irrepsy.com,0-210-018-0274,Female,12/17/2021,Stockton,192.960703998786
362,Penelope Donnelly,289.576338496793,Junior college,4/18/2022,Penelope Donnelly,Penelope Donnelly,Penelope_Donnelly2175@eirey.tech,5-674-106-6256,Female,9/6/2021,Oklahoma City,5.91323154741583
363,Jasmine Pickard,487.361845182423,Technical college,3/31/2022,Jasmine Pickard,Jasmine Pickard,Jasmine_Pickard2870@acrit.org,7-058-884-7031,Female,10/23/2021,San Bernardino,159.936847182427
364,Benny Avery,391.86014232452,Technical college,4/6/2022,Benny Avery,Benny Avery,Benny_Avery4393@zorer.org,6-828-806-4082,Male,3/23/2022,Lyon,-9.3261693778104
365,Ronald Latham,441.779038571184,University-preparatory school,3/10/2022,Ronald Latham,Ronald Latham,Ronald_Latham5131@gompie.com,2-554-743-4712,Male,2/3/2021,Pittsburgh,40.5291895291438
366,Doug Rose,315.865621208151,University college,3/2/2022,Doug Rose,Doug Rose,Doug_Rose3061@twipet.com,2-438-236-4654,Male,7/15/2021,Madison,190.340471774964
367,Elijah Rose,-72.3925960233401,Graduate school,4/14/2022,Elijah Rose,Elijah Rose,Elijah_Rose425@guentu.biz,6-570-202-1486,Male,12/27/2021,Laredo,90.546282439747
368,Jazmin Allcott,35.0906542656434,Technical college,3/25/2022,Jazmin Allcott,Jazmin Allcott,Jazmin_Allcott7020@bulaffy.com,6-566-275-7416,Female,6/11/2020,Henderson,55.8408017204333
369,Johnny Mullins,-71.6618915366297,Junior college,3/17/2022,Johnny Mullins,Johnny Mullins,Johnny_Mullins2239@deavo.com,7-608-116-7245,Male,12/16/2021,Fremont,132.309805203839
370,Jayden Summers,7.5776357686043,Technical college,3/31/2022,Jayden Summers,Jayden Summers,Jayden_Summers697@atink.com,0-238-104-6034,Male,4/7/2022,New Orleans,135.215731205985
371,Harvey Robertson,233.433650720601,Junior college,3/29/2022,Harvey Robertson,Harvey Robertson,Harvey_Robertson7319@liret.org,8-134-737-3118,Male,10/19/2020,San Bernardino,70.4022134134556
372,Morgan Appleton,477.324570511619,Technical college,4/4/2022,Morgan Appleton,Morgan Appleton,Morgan_Appleton5031@extex.org,1-314-351-2752,Female,3/10/2022,Lancaster,62.3782797681067
373,Gloria Jordan,427.43174034936,Graduate school,3/12/2022,Gloria Jordan,Gloria Jordan,Gloria_Jordan3805@jiman.org,7-517-802-5550,Female,8/28/2020,Chicago,52.4085128630551
374,Quinn Driscoll,408.906242041805,Public university,3/23/2022,Quinn Driscoll,Quinn Driscoll,Quinn_Driscoll5121@liret.org,1-333-470-3127,Female,4/18/2022,Honolulu,145.212985578558
375,Carmella Oliver,489.995373960117,University college,4/7/2022,Carmella Oliver,Carmella Oliver,Carmella_Oliver3697@atink.com,3-037-171-0238,Female,6/27/2020,El Paso,83.7834102915523
376,Chad Miller,449.564166440426,University-preparatory school,3/23/2022,Chad Miller,Chad Miller,Chad_Miller5203@eirey.tech,8-713-651-3765,Male,7/29/2020,Oklahoma City,46.9196315239741
377,Nate Stanley,215.701577735926,University-preparatory school,3/9/2022,Nate Stanley,Nate Stanley,Nate_Stanley4211@kideod.biz,3-618-380-6260,Male,6/18/2020,Hayward,197.591982215919
378,Jack Ellis,-16.0983641627703,Junior college,3/15/2022,Jack Ellis,Jack Ellis,Jack_Ellis7125@sheye.org,6-422-286-0734,Male,8/10/2021,New York,91.4235488825587
379,Domenic Bloom,222.019832398286,Technical college,3/29/2022,Domenic Bloom,Domenic Bloom,Domenic_Bloom5492@nanoff.biz,2-582-474-6708,Male,3/27/2021,Worcester,109.865611412966
380,Chad Glass,303.380759558352,University college,4/14/2022,Chad Glass,Chad Glass,Chad_Glass6816@deons.tech,8-322-060-2536,Male,4/7/2022,Stockton,81.0990341068707
381,Rita Porter,-86.2671372877747,Middle school,4/13/2022,Rita Porter,Rita Porter,Rita_Porter5518@hourpy.biz,0-088-325-0642,Female,7/17/2020,Honolulu,47.8540359804658
382,Leroy Stanton,481.976912502189,University college,3/16/2022,Leroy Stanton,Leroy Stanton,Leroy_Stanton1654@elnee.tech,6-046-404-0743,Male,8/19/2020,Wien,145.201530154888
383,Nate Knight,142.5833497269,University-preparatory school,3/7/2022,Nate Knight,Nate Knight,Nate_Knight7688@cispeto.com,7-505-158-8632,Male,7/28/2021,Paris,134.434998558571
384,Chadwick Collins,201.081797690635,Gymnasium,4/1/2022,Chadwick Collins,Chadwick Collins,Chadwick_Collins208@eirey.tech,8-084-601-7217,Male,11/6/2020,Oakland,29.354146698189
385,Christy Fleming,105.141625677767,Corporate university,3/5/2022,Christy Fleming,Christy Fleming,Christy_Fleming6311@mafthy.com,4-512-053-4688,Female,10/22/2020,Bucharest,61.8889829511237
386,Marvin Farmer,23.6691386358203,Graduate school,4/3/2022,Marvin Farmer,Marvin Farmer,Marvin_Farmer806@gompie.com,1-552-716-5026,Male,12/9/2021,Lancaster,77.8754475125463
387,Katelyn Sylvester,122.438836337737,University-preparatory school,3/22/2022,Katelyn Sylvester,Katelyn Sylvester,Katelyn_Sylvester8020@sheye.org,7-536-461-5026,Female,3/2/2022,Bucharest,168.616217362516
388,Valerie Pond,-61.7096904761669,Technical college,3/14/2022,Valerie Pond,Valerie Pond,Valerie_Pond7236@naiker.biz,2-258-038-8337,Female,11/14/2021,Quebec,8.06800797724538
389,Sofie Benfield,238.564160012437,Public university,3/27/2022,Sofie Benfield,Sofie Benfield,Sofie_Benfield5713@ubusive.com,1-234-434-2807,Female,12/6/2021,Prague,125.846489460136
390,Stephanie Cox,59.6457934042652,Technical college,4/6/2022,Stephanie Cox,Stephanie Cox,Stephanie_Cox2701@hourpy.biz,6-705-430-3046,Female,3/5/2021,Rochester,-1.72814279502637
391,Emely Lindop,164.554054016971,Corporate university,3/3/2022,Emely Lindop,Emely Lindop,Emely_Lindop3785@iatim.tech,7-611-466-3852,Female,8/12/2021,Madrid,2.99553351430014
392,Manuel Rees,426.330353772422,Graduate school,3/18/2022,Manuel Rees,Manuel Rees,Manuel_Rees5552@nanoff.biz,5-678-321-0045,Male,10/13/2021,Tulsa,103.230781052369
393,Hayden Bingham,244.78278108583,Technical college,4/10/2022,Hayden Bingham,Hayden Bingham,Hayden_Bingham2039@qater.org,8-345-070-7420,Male,11/25/2020,Wien,154.578847265606
394,Nicholas Hudson,-9.68413148200332,Gymnasium,3/6/2022,Nicholas Hudson,Nicholas Hudson,Nicholas_Hudson4442@acrit.org,8-755-826-4845,Male,7/6/2020,New Orleans,130.702710440244
395,Priscilla Walsh,32.5400903958548,University college,3/11/2022,Priscilla Walsh,Priscilla Walsh,Priscilla_Walsh7976@iatim.tech,2-081-165-8732,Female,3/18/2021,Milano,22.8483485266791
396,Boris Hunt,298.370059017264,Graduate school,3/29/2022,Boris Hunt,Boris Hunt,Boris_Hunt1279@famism.biz,4-172-516-5586,Male,2/9/2021,El Paso,20.191815412227
397,Rufus Saunders,74.8936193705972,University-preparatory school,3/21/2022,Rufus Saunders,Rufus Saunders,Rufus_Saunders5948@iatim.tech,1-627-452-8775,Male,5/22/2021,Otawa,97.830064353454
398,Rocco Morgan,180.540856373748,Graduate school,4/11/2022,Rocco Morgan,Rocco Morgan,Rocco_Morgan6547@extex.org,8-825-107-3141,Male,1/15/2022,Charlotte,92.1775804577291
399,Barry Stone,132.802167626006,Technical college,3/13/2022,Barry Stone,Barry Stone,Barry_Stone5987@corti.com,6-175-223-7171,Male,8/5/2021,Lancaster,83.111012456059
400,Denny Raven,376.765460957664,Middle school,3/29/2022,Denny Raven,Denny Raven,Denny_Raven3308@acrit.org,6-504-102-5455,Male,4/13/2020,Paris,64.661472259863
401,Ally James,218.139800692042,High school,3/18/2022,Ally James,Ally James,Ally_James7045@jiman.org,8-743-051-8427,Female,4/3/2021,Pittsburgh,8.8580885063196
402,Fred Boden,3.27488644852996,Middle school,3/2/2022,Fred Boden,Fred Boden,Fred_Boden301@bulaffy.com,7-725-245-0103,Male,1/2/2022,Louisville,150.588504137745
403,Johnny Rowe,117.554051192735,High school,4/1/2022,Johnny Rowe,Johnny Rowe,Johnny_Rowe6755@kideod.biz,1-430-710-6200,Male,11/30/2020,Ontario,33.9956136443632
404,Tom Newton,308.575468885049,Public university,3/22/2022,Tom Newton,Tom Newton,Tom_Newton2871@gmail.com,8-452-541-1730,Male,11/10/2020,Kansas City,131.321185673271
405,Henry Duvall,4.51121359994226,Corporate university,4/9/2022,Henry Duvall,Henry Duvall,Henry_Duvall4386@nanoff.biz,1-861-261-3780,Male,7/21/2020,Long Beach,172.399162915721
406,Wade Marshall,-17.709438637695,Corporate university,3/14/2022,Wade Marshall,Wade Marshall,Wade_Marshall6379@nanoff.biz,6-317-350-7202,Male,10/8/2020,Scottsdale,187.427594850505
407,Elena Howard,434.945113130354,Corporate university,4/11/2022,Elena Howard,Elena Howard,Elena_Howard7199@sheye.org,5-162-680-5610,Female,3/16/2021,Escondido,188.259763793209
408,Luke Goodman,-13.963942056505,High school,3/26/2022,Luke Goodman,Luke Goodman,Luke_Goodman2135@qater.org,7-425-246-1043,Male,10/24/2020,Las Vegas,5.95432715721164
409,Anais Heaton,54.355962608641,Middle school,3/4/2022,Anais Heaton,Anais Heaton,Anais_Heaton7266@dionrab.com,0-531-512-4356,Female,2/28/2022,New York,190.0972266966
410,Bethany Radley,-38.4854892592344,Middle school,3/15/2022,Bethany Radley,Bethany Radley,Bethany_Radley8567@gembat.biz,8-242-080-2254,Female,5/1/2021,Garland,79.2065016763315
411,Michael Rogan,171.157542152869,Technical college,3/23/2022,Michael Rogan,Michael Rogan,Michael_Rogan2024@zorer.org,3-436-746-5876,Male,7/23/2021,Amarillo,125.968079715487
412,Rosalie Cobb,-56.3391427795119,Corporate university,4/13/2022,Rosalie Cobb,Rosalie Cobb,Rosalie_Cobb354@dionrab.com,8-061-117-5746,Female,2/10/2022,Houston,108.880707590785
413,Daron Anderson,227.822282883256,University-preparatory school,3/21/2022,Daron Anderson,Daron Anderson,Daron_Anderson1773@fuliss.net,0-876-672-7318,Male,7/11/2020,San Antonio,111.066421085534
414,Crystal Gunn,-33.2308485387968,University college,3/26/2022,Crystal Gunn,Crystal Gunn,Crystal_Gunn4358@bulaffy.com,5-646-201-4846,Female,11/13/2021,San Diego,132.252757573152
415,Johnny Santos,285.806988745372,Junior college,4/10/2022,Johnny Santos,Johnny Santos,Johnny_Santos9186@womeona.net,1-822-454-3060,Male,4/18/2020,Miami,86.1083383625878
416,Alison Hopkinson,217.577294957627,High school,3/2/2022,Alison Hopkinson,Alison Hopkinson,Alison_Hopkinson810@dionrab.com,2-085-458-6702,Female,9/19/2020,Minneapolis,189.501343638404
417,Cameron Briggs,212.467560593257,University college,3/23/2022,Cameron Briggs,Cameron Briggs,Cameron_Briggs9170@fuliss.net,8-857-007-7646,Female,12/27/2020,Nashville,187.409881399204
418,George Simpson,204.471050394453,Middle school,3/25/2022,George Simpson,George Simpson,George_Simpson9029@joiniaa.com,2-702-254-6541,Male,6/18/2020,Irving,77.1560680503752
419,Anabelle Baker,232.457343590659,Gymnasium,3/23/2022,Anabelle Baker,Anabelle Baker,Anabelle_Baker5116@bulaffy.com,7-703-434-0672,Female,1/10/2022,Scottsdale,54.3458987792702
420,Maya Norris,238.760098813921,Graduate school,3/16/2022,Maya Norris,Maya Norris,Maya_Norris4925@naiker.biz,1-052-704-3713,Female,3/30/2021,Lyon,140.061689605034
421,Freya Little,292.372164024679,Gymnasium,3/15/2022,Freya Little,Freya Little,Freya_Little7707@atink.com,2-101-621-3308,Female,8/26/2021,Zurich,15.6300916181086
422,Martin Vallory,465.442542056293,Corporate university,3/21/2022,Martin Vallory,Martin Vallory,Martin_Vallory7291@joiniaa.com,2-001-232-3373,Male,3/15/2021,Innsbruck,111.215440271988
423,Stella Mccormick,33.5106311838658,Technical college,3/12/2022,Stella Mccormick,Stella Mccormick,Stella_Mccormick557@naiker.biz,6-566-458-0506,Female,8/14/2021,Lisbon,22.4494651190236
424,Joseph Judd,365.449528120202,High school,4/10/2022,Joseph Judd,Joseph Judd,Joseph_Judd8240@famism.biz,0-305-076-2224,Male,1/23/2022,Salem,103.763994257787
425,Barney Needham,-55.9598780856281,University-preparatory school,4/12/2022,Barney Needham,Barney Needham,Barney_Needham1408@supunk.biz,0-705-756-8628,Male,10/1/2021,Laredo,83.275384959893
426,Tyler Clarke,44.9496175399747,Junior college,3/14/2022,Tyler Clarke,Tyler Clarke,Tyler_Clarke5727@brety.org,5-174-676-3845,Male,10/14/2020,Colorado Springs,117.96934587833
427,Meredith Mcgregor,412.342745851885,High school,3/29/2022,Meredith Mcgregor,Meredith Mcgregor,Meredith_Mcgregor5522@womeona.net,6-052-877-0040,Female,10/20/2021,Houston,87.9395561762804
428,Eden Kelly,213.190809031106,Junior college,3/16/2022,Eden Kelly,Eden Kelly,Eden_Kelly7800@bretoux.com,7-387-867-7405,Female,6/3/2021,El Paso,98.6011822948238
429,Bethany Turner,76.9681392372437,Technical college,3/29/2022,Bethany Turner,Bethany Turner,Bethany_Turner3750@yahoo.com,7-211-865-2276,Female,10/10/2020,Phoenix,27.2198269843216
430,Alan Purvis,181.404252465537,Middle school,3/6/2022,Alan Purvis,Alan Purvis,Alan_Purvis2699@typill.biz,1-086-632-1222,Male,2/12/2021,Fullerton,37.6384518987678
431,Cedrick Poole,347.797067367377,Graduate school,4/8/2022,Cedrick Poole,Cedrick Poole,Cedrick_Poole7371@twipet.com,7-005-322-5430,Male,1/3/2021,Paris,-5.92268725946671
